FumblesLost,OFRTD,PassingInterceptions,PassingTDs,PassingYards,ReceivingTDs,ReceivingYards,Receptions,RushingTDs,RushingYards,Salary,TwoPtsPassing,TwoPtsReceiving,TwoPtsRushing,Name,Team,Position,GSIS_ID,HmeFldAdv,NextGame
0.0,0.0,0.0,0.0,0.0,2.0,99.0,0.0,0.0,5.0,6300,0.0,0.0,0.0,Jarvis Landry,MIA,WR,00-0031382,HME,Mia@SD 04:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,4300,0.0,0.0,0.0,Jason Witten,DAL,TE,00-0022127,HME,NYJ@Dal 08:25PM ET
1.0,0.0,1.0,2.0,315.0,0.0,0.0,0.0,1.0,29.0,5300,0.0,0.0,0.0,Jay Cutler,CHI,QB,00-0024226,HME,Chi@Min 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,86.0,5000,0.0,0.0,0.0,Jeremy Hill,CIN,RB,00-0031301,HME,Cin@SF 04:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,59.0,3900,0.0,0.0,0.0,Jeremy Langford,CHI,RB,00-0031569,HME,Chi@Min 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,160.0,0.0,0.0,0.0,5500,0.0,0.0,0.0,Jeremy Maclin,KC,WR,00-0026995,HME,KC@Bal 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,78.0,0.0,0.0,9.0,4900,0.0,0.0,0.0,John Brown,ARI,WR,00-0031051,HME,Ari@Phi 08:30PM ET
1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,125.0,6000,0.0,0.0,0.0,Jonathan Stewart,CAR,RB,00-0026153,HME,Car@NYG 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,4300,0.0,0.0,0.0,Jordan Matthews,PHI,WR,00-0031299,HME,Ari@Phi 08:30PM ET
0.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,5900,0.0,0.0,0.0,Jordan Reed,WAS,TE,00-0030472,HME,Buf@Was 01:00PM ET
1.0,0.0,0.0,0.0,0.0,2.0,81.0,0.0,0.0,0.0,7400,0.0,0.0,0.0,Julian Edelman,NE,WR,00-0027150,HME,Ten@NE 01:00PM ET
1.0,0.0,0.0,0.0,0.0,1.0,162.0,0.0,0.0,0.0,8500,0.0,0.0,0.0,Julio Jones,ATL,WR,00-0027944,HME,Atl@Jax 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,116.0,0.0,0.0,0.0,4700,0.0,0.0,1.0,Julius Thomas,JAC,TE,00-0028067,HME,Atl@Jax 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,4600,0.0,0.0,0.0,Kamar Aiken,BAL,WR,00-0028497,HME,KC@Bal 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,110.0,3600,0.0,0.0,0.0,Karlos Williams,BUF,RB,00-0032152,HME,Buf@Was 01:00PM ET
