FumblesLost,OFRTD,PassingInterceptions,PassingTDs,PassingYards,ReceivingTDs,ReceivingYards,Receptions,RushingTDs,RushingYards,Salary,TwoPtsPassing,TwoPtsReceiving,TwoPtsRushing,Name,Team,Position,GSIS_ID,HmeFldAdv,NextGame
0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,5700,0.0,0.0,0.0,Danny Amendola,NE,WR,00-0026035,AWY,Ten@NE 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,9.0,4200,0.0,0.0,0.0,Danny Woodhead,SD,RB,00-0026019,AWY,Mia@SD 04:25PM ET
2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,152.0,4900,0.0,0.0,0.0,Darren McFadden,DAL,RB,00-0026144,AWY,NYJ@Dal 08:25PM ET
0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,1.0,99.0,5700,0.0,0.0,0.0,David Johnson,ARI,RB,00-0032187,AWY,Ari@Phi 08:30PM ET
0.0,0.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,0.0,8500,0.0,0.0,0.0,DeAndre Hopkins,HOU,WR,00-0030564,AWY,Hou@Ind 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,2.0,76.0,6600,0.0,0.0,0.0,DeAngelo Williams,PIT,RB,00-0024242,AWY,Den@Pit 04:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,1.0,83.0,4000,0.0,0.0,0.0,DeMarco Murray,PHI,RB,00-0028009,AWY,Ari@Phi 08:30PM ET
0.0,0.0,0.0,0.0,0.0,1.0,87.0,0.0,0.0,0.0,4500,0.0,0.0,0.0,DeSean Jackson,WAS,WR,00-0026189,AWY,Buf@Was 01:00PM ET
0.0,0.0,0.0,0.0,0.0,2.0,109.0,0.0,0.0,0.0,5600,0.0,1.0,0.0,Delanie Walker,TEN,TE,00-0024389,AWY,Ten@NE 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,6800,0.0,0.0,0.0,Demaryius Thomas,DEN,WR,00-0027874,AWY,Den@Pit 04:25PM ET
1.0,1.0,1.0,4.0,330.0,0.0,0.0,0.0,0.0,8.0,5600,0.0,0.0,0.0,Derek Carr,OAK,QB,00-0031280,AWY,GB@Oak 04:05PM ET
1.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,0.0,116.0,7500,0.0,0.0,0.0,Devonta Freeman,ATL,RB,00-0031285,AWY,Atl@Jax 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,4300,0.0,0.0,0.0,Donte Moncrief,IND,WR,00-0031339,AWY,Hou@Ind 01:00PM ET
0.0,0.0,0.0,0.0,0.0,3.0,94.0,0.0,0.0,0.0,5800,0.0,0.0,0.0,Doug Baldwin,SEA,WR,00-0028434,AWY,Cle@Sea 04:05PM ET
0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,235.0,6600,0.0,0.0,0.0,Doug Martin,TB,RB,00-0029613,AWY,TB@StL 08:25PM ET
0.0,1.0,2.0,2.0,312.0,0.0,0.0,0.0,0.0,0.0,6600,0.0,0.0,0.0,Drew Brees,NO,QB,00-0020531,AWY,Det@NO 08:30PM ET
0.0,0.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,17.0,3500,0.0,0.0,0.0,Duke Johnson,CLE,RB,00-0032257,AWY,Cle@Sea 04:05PM ET
1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,100.0,5200,0.0,0.0,0.0,Eddie Lacy,GB,RB,00-0030485,AWY,GB@Oak 04:05PM ET
1.0,1.0,3.0,6.0,350.0,0.0,0.0,0.0,0.0,0.0,5600,0.0,0.0,0.0,Eli Manning,NYG,QB,00-0022803,AWY,Car@NYG 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,5.0,5500,0.0,0.0,0.0,Emmanuel Sanders,DEN,WR,00-0027685,AWY,Den@Pit 04:25PM ET
0.0,0.0,0.0,0.0,0.0,1.0,101.0,0.0,0.0,0.0,6300,0.0,0.0,0.0,Eric Decker,NYJ,WR,00-0027690,AWY,NYJ@Dal 08:25PM ET
1.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,0.0,70.0,4000,0.0,0.0,0.0,Frank Gore,IND,RB,00-0023500,AWY,Hou@Ind 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,101.0,0.0,0.0,0.0,5000,0.0,0.0,0.0,Gary Barnidge,CLE,TE,00-0026281,AWY,Cle@Sea 04:05PM ET
0.0,0.0,1.0,2.0,265.0,0.0,0.0,0.0,0.0,34.0,5000,0.0,0.0,0.0,Geno Smith,NYJ,QB,00-0030565,AWY,NYJ@Dal 08:25PM ET
0.0,2.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,26.0,4500,0.0,0.0,0.0,Giovani Bernard,CIN,RB,00-0030456,AWY,Cin@SF 04:25PM ET
0.0,0.0,0.0,0.0,0.0,2.0,60.0,0.0,0.0,15.0,5500,0.0,0.0,0.0,Golden Tate,DET,WR,00-0027891,AWY,Det@NO 08:30PM ET
1.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,6900,0.0,0.0,0.0,Greg Olsen,CAR,TE,00-0025418,AWY,Car@NYG 01:00PM ET
0.0,1.0,1.0,5.0,297.0,0.0,0.0,0.0,1.0,27.0,5500,0.0,0.0,0.0,Jameis Winston,TB,QB,00-0031503,AWY,TB@StL 08:25PM ET
0.0,1.0,0.0,0.0,0.0,1.0,109.0,0.0,0.0,0.0,4000,0.0,1.0,0.0,James Jones,GB,WR,00-0025465,AWY,GB@Oak 04:05PM ET
0.0,1.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,39.0,4400,0.0,0.0,0.0,James Starks,GB,RB,00-0027791,AWY,GB@Oak 04:05PM ET
0.0,0.0,0.0,0.0,9.0,1.0,165.0,0.0,0.0,18.0,6300,0.0,0.0,0.0,Jarvis Landry,MIA,WR,00-0031382,AWY,Mia@SD 04:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,4300,0.0,0.0,0.0,Jason Witten,DAL,TE,00-0022127,AWY,NYJ@Dal 08:25PM ET
